tool	rank	metric	sample	value
edlib	strain	Completeness	RH_S001__insert_270.fq	1.0
edlib	strain	Purity	RH_S001__insert_270.fq	1.0
edlib	strain	F1 score	RH_S001__insert_270.fq	1.0
edlib	strain	Jaccard index	RH_S001__insert_270.fq	1.0
edlib	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.020592199999999998
edlib	phylum	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
edlib	class	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
edlib	order	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
edlib	family	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
edlib	genus	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
edlib	species	L1 norm error	RH_S001__insert_270.fq	0.021109300000000008
edlib	strain	L1 norm error	RH_S001__insert_270.fq	0.021109300000000008
edlib	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.0018152502714285715
edlib	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.12980995468466391
edlib	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.4966897636799324
edlib	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	1.0000002580529288
edlib	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.38751739999999996
edlib	phylum	Sum of abundances	RH_S001__insert_270.fq	0.0840012
edlib	class	Sum of abundances	RH_S001__insert_270.fq	0.0840012
edlib	order	Sum of abundances	RH_S001__insert_270.fq	0.0840012
edlib	family	Sum of abundances	RH_S001__insert_270.fq	0.0840012
edlib	genus	Sum of abundances	RH_S001__insert_270.fq	0.0840012
edlib	species	Sum of abundances	RH_S001__insert_270.fq	0.38751749999999996
edlib	strain	Sum of abundances	RH_S001__insert_270.fq	0.38751749999999996
edlib	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
edlib	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
edlib	class	Taxon counts	RH_S001__insert_270.fq	2.0
edlib	order	Taxon counts	RH_S001__insert_270.fq	2.0
edlib	family	Taxon counts	RH_S001__insert_270.fq	2.0
edlib	genus	Taxon counts	RH_S001__insert_270.fq	2.0
edlib	species	Taxon counts	RH_S001__insert_270.fq	3.0
edlib	strain	Taxon counts	RH_S001__insert_270.fq	3.0
grim_original	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.4251479971835947
grim_original	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.4251477318614354
grim_original	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.4251477318614354
grim_original	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.36569654942409663
grim_original	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.5275885983243499
grim_original	phylum	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original	phylum	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original	class	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original	class	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original	order	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original	order	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original	family	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original	family	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original	genus	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original	genus	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original	species	Shannon diversity	RH_S001__insert_270.fq	0.3680825007905591
grim_original	species	Shannon equitability	RH_S001__insert_270.fq	0.33504313085447074
grim_original	strain	Shannon diversity	RH_S001__insert_270.fq	0.3680825007905591
grim_original	strain	Shannon equitability	RH_S001__insert_270.fq	0.33504313085447074
grim_original	superkingdom	True positives	RH_S001__insert_270.fq	2.0
grim_original	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
grim_original	superkingdom	False positives	RH_S001__insert_270.fq	0.0
grim_original	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
grim_original	superkingdom	Purity	RH_S001__insert_270.fq	1.0
grim_original	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
grim_original	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original	phylum	True positives	RH_S001__insert_270.fq	2.0
grim_original	phylum	False negatives	RH_S001__insert_270.fq	0.0
grim_original	phylum	False positives	RH_S001__insert_270.fq	0.0
grim_original	phylum	Completeness	RH_S001__insert_270.fq	1.0
grim_original	phylum	Purity	RH_S001__insert_270.fq	1.0
grim_original	phylum	F1 score	RH_S001__insert_270.fq	1.0
grim_original	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original	class	True positives	RH_S001__insert_270.fq	2.0
grim_original	class	False negatives	RH_S001__insert_270.fq	0.0
grim_original	class	False positives	RH_S001__insert_270.fq	0.0
grim_original	class	Completeness	RH_S001__insert_270.fq	1.0
grim_original	class	Purity	RH_S001__insert_270.fq	1.0
grim_original	class	F1 score	RH_S001__insert_270.fq	1.0
grim_original	class	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original	order	True positives	RH_S001__insert_270.fq	2.0
grim_original	order	False negatives	RH_S001__insert_270.fq	0.0
grim_original	order	False positives	RH_S001__insert_270.fq	0.0
grim_original	order	Completeness	RH_S001__insert_270.fq	1.0
grim_original	order	Purity	RH_S001__insert_270.fq	1.0
grim_original	order	F1 score	RH_S001__insert_270.fq	1.0
grim_original	order	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original	family	True positives	RH_S001__insert_270.fq	2.0
grim_original	family	False negatives	RH_S001__insert_270.fq	0.0
grim_original	family	False positives	RH_S001__insert_270.fq	0.0
grim_original	family	Completeness	RH_S001__insert_270.fq	1.0
grim_original	family	Purity	RH_S001__insert_270.fq	1.0
grim_original	family	F1 score	RH_S001__insert_270.fq	1.0
grim_original	family	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original	genus	True positives	RH_S001__insert_270.fq	2.0
grim_original	genus	False negatives	RH_S001__insert_270.fq	0.0
grim_original	genus	False positives	RH_S001__insert_270.fq	0.0
grim_original	genus	Completeness	RH_S001__insert_270.fq	1.0
grim_original	genus	Purity	RH_S001__insert_270.fq	1.0
grim_original	genus	F1 score	RH_S001__insert_270.fq	1.0
grim_original	genus	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original	species	True positives	RH_S001__insert_270.fq	3.0
grim_original	species	False negatives	RH_S001__insert_270.fq	0.0
grim_original	species	False positives	RH_S001__insert_270.fq	0.0
grim_original	species	Completeness	RH_S001__insert_270.fq	1.0
grim_original	species	Purity	RH_S001__insert_270.fq	1.0
grim_original	species	F1 score	RH_S001__insert_270.fq	1.0
grim_original	species	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original	strain	True positives	RH_S001__insert_270.fq	3.0
grim_original	strain	False negatives	RH_S001__insert_270.fq	0.0
grim_original	strain	False positives	RH_S001__insert_270.fq	0.0
grim_original	strain	Completeness	RH_S001__insert_270.fq	1.0
grim_original	strain	Purity	RH_S001__insert_270.fq	1.0
grim_original	strain	F1 score	RH_S001__insert_270.fq	1.0
grim_original	strain	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.2283634
grim_original	phylum	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original	class	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original	order	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original	family	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original	genus	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original	species	L1 norm error	RH_S001__insert_270.fq	0.2283633
grim_original	strain	L1 norm error	RH_S001__insert_270.fq	0.2283633
grim_original	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.013927049242857143
grim_original	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.12981000526736933
grim_original	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.218563353405779
grim_original	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	1.0000006477204129
grim_original	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.1543876
grim_original	phylum	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original	class	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original	order	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original	family	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original	genus	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original	species	Sum of abundances	RH_S001__insert_270.fq	0.1543877
grim_original	strain	Sum of abundances	RH_S001__insert_270.fq	0.1543877
grim_original	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original	class	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original	order	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original	family	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original	genus	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original	species	Taxon counts	RH_S001__insert_270.fq	3.0
grim_original	strain	Taxon counts	RH_S001__insert_270.fq	3.0
grim_original_tweak	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.4251479971835947
grim_original_tweak	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original_tweak	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original_tweak	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original_tweak	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original_tweak	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.39573813544893605
grim_original_tweak	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.4251477318614354
grim_original_tweak	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.4251477318614354
grim_original_tweak	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.36569654942409663
grim_original_tweak	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.5275885983243499
grim_original_tweak	phylum	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original_tweak	phylum	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original_tweak	class	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original_tweak	class	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original_tweak	order	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original_tweak	order	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original_tweak	family	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original_tweak	family	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original_tweak	genus	Shannon diversity	RH_S001__insert_270.fq	0.1097694827310103
grim_original_tweak	genus	Shannon equitability	RH_S001__insert_270.fq	0.15836388837697526
grim_original_tweak	species	Shannon diversity	RH_S001__insert_270.fq	0.3680825007905591
grim_original_tweak	species	Shannon equitability	RH_S001__insert_270.fq	0.33504313085447074
grim_original_tweak	strain	Shannon diversity	RH_S001__insert_270.fq	0.3680825007905591
grim_original_tweak	strain	Shannon equitability	RH_S001__insert_270.fq	0.33504313085447074
grim_original_tweak	superkingdom	True positives	RH_S001__insert_270.fq	2.0
grim_original_tweak	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
grim_original_tweak	superkingdom	False positives	RH_S001__insert_270.fq	0.0
grim_original_tweak	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
grim_original_tweak	superkingdom	Purity	RH_S001__insert_270.fq	1.0
grim_original_tweak	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
grim_original_tweak	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original_tweak	phylum	True positives	RH_S001__insert_270.fq	2.0
grim_original_tweak	phylum	False negatives	RH_S001__insert_270.fq	0.0
grim_original_tweak	phylum	False positives	RH_S001__insert_270.fq	0.0
grim_original_tweak	phylum	Completeness	RH_S001__insert_270.fq	1.0
grim_original_tweak	phylum	Purity	RH_S001__insert_270.fq	1.0
grim_original_tweak	phylum	F1 score	RH_S001__insert_270.fq	1.0
grim_original_tweak	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original_tweak	class	True positives	RH_S001__insert_270.fq	2.0
grim_original_tweak	class	False negatives	RH_S001__insert_270.fq	0.0
grim_original_tweak	class	False positives	RH_S001__insert_270.fq	0.0
grim_original_tweak	class	Completeness	RH_S001__insert_270.fq	1.0
grim_original_tweak	class	Purity	RH_S001__insert_270.fq	1.0
grim_original_tweak	class	F1 score	RH_S001__insert_270.fq	1.0
grim_original_tweak	class	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original_tweak	order	True positives	RH_S001__insert_270.fq	2.0
grim_original_tweak	order	False negatives	RH_S001__insert_270.fq	0.0
grim_original_tweak	order	False positives	RH_S001__insert_270.fq	0.0
grim_original_tweak	order	Completeness	RH_S001__insert_270.fq	1.0
grim_original_tweak	order	Purity	RH_S001__insert_270.fq	1.0
grim_original_tweak	order	F1 score	RH_S001__insert_270.fq	1.0
grim_original_tweak	order	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original_tweak	family	True positives	RH_S001__insert_270.fq	2.0
grim_original_tweak	family	False negatives	RH_S001__insert_270.fq	0.0
grim_original_tweak	family	False positives	RH_S001__insert_270.fq	0.0
grim_original_tweak	family	Completeness	RH_S001__insert_270.fq	1.0
grim_original_tweak	family	Purity	RH_S001__insert_270.fq	1.0
grim_original_tweak	family	F1 score	RH_S001__insert_270.fq	1.0
grim_original_tweak	family	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original_tweak	genus	True positives	RH_S001__insert_270.fq	2.0
grim_original_tweak	genus	False negatives	RH_S001__insert_270.fq	0.0
grim_original_tweak	genus	False positives	RH_S001__insert_270.fq	0.0
grim_original_tweak	genus	Completeness	RH_S001__insert_270.fq	1.0
grim_original_tweak	genus	Purity	RH_S001__insert_270.fq	1.0
grim_original_tweak	genus	F1 score	RH_S001__insert_270.fq	1.0
grim_original_tweak	genus	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original_tweak	species	True positives	RH_S001__insert_270.fq	3.0
grim_original_tweak	species	False negatives	RH_S001__insert_270.fq	0.0
grim_original_tweak	species	False positives	RH_S001__insert_270.fq	0.0
grim_original_tweak	species	Completeness	RH_S001__insert_270.fq	1.0
grim_original_tweak	species	Purity	RH_S001__insert_270.fq	1.0
grim_original_tweak	species	F1 score	RH_S001__insert_270.fq	1.0
grim_original_tweak	species	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original_tweak	strain	True positives	RH_S001__insert_270.fq	3.0
grim_original_tweak	strain	False negatives	RH_S001__insert_270.fq	0.0
grim_original_tweak	strain	False positives	RH_S001__insert_270.fq	0.0
grim_original_tweak	strain	Completeness	RH_S001__insert_270.fq	1.0
grim_original_tweak	strain	Purity	RH_S001__insert_270.fq	1.0
grim_original_tweak	strain	F1 score	RH_S001__insert_270.fq	1.0
grim_original_tweak	strain	Jaccard index	RH_S001__insert_270.fq	1.0
grim_original_tweak	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.2283634
grim_original_tweak	phylum	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original_tweak	class	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original_tweak	order	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original_tweak	family	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original_tweak	genus	L1 norm error	RH_S001__insert_270.fq	0.0404442
grim_original_tweak	species	L1 norm error	RH_S001__insert_270.fq	0.2283633
grim_original_tweak	strain	L1 norm error	RH_S001__insert_270.fq	0.2283633
grim_original_tweak	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.013927049242857143
grim_original_tweak	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.12981000526736933
grim_original_tweak	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.218563353405779
grim_original_tweak	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	1.0000006477204129
grim_original_tweak	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.1543876
grim_original_tweak	phylum	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original_tweak	class	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original_tweak	order	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original_tweak	family	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original_tweak	genus	Sum of abundances	RH_S001__insert_270.fq	0.030877599999999998
grim_original_tweak	species	Sum of abundances	RH_S001__insert_270.fq	0.1543877
grim_original_tweak	strain	Sum of abundances	RH_S001__insert_270.fq	0.1543877
grim_original_tweak	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original_tweak	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original_tweak	class	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original_tweak	order	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original_tweak	family	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original_tweak	genus	Taxon counts	RH_S001__insert_270.fq	2.0
grim_original_tweak	species	Taxon counts	RH_S001__insert_270.fq	3.0
grim_original_tweak	strain	Taxon counts	RH_S001__insert_270.fq	3.0
hd	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.06416729395780933
hd	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.11367049072016341
hd	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.11367049072016341
hd	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.11367049072016341
hd	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.11367049072016341
hd	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.11367049072016341
hd	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.06547269813419802
hd	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.06547269813419801
hd	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.571138085238831
hd	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.8239780832368796
hd	phylum	Shannon diversity	RH_S001__insert_270.fq	0.21842486139877207
hd	phylum	Shannon equitability	RH_S001__insert_270.fq	0.31512046434686763
hd	class	Shannon diversity	RH_S001__insert_270.fq	0.21842486139877207
hd	class	Shannon equitability	RH_S001__insert_270.fq	0.31512046434686763
hd	order	Shannon diversity	RH_S001__insert_270.fq	0.21842486139877207
hd	order	Shannon equitability	RH_S001__insert_270.fq	0.31512046434686763
hd	family	Shannon diversity	RH_S001__insert_270.fq	0.21842486139877207
hd	family	Shannon equitability	RH_S001__insert_270.fq	0.31512046434686763
hd	genus	Shannon diversity	RH_S001__insert_270.fq	0.21842486139877207
hd	genus	Shannon equitability	RH_S001__insert_270.fq	0.31512046434686763
hd	species	Shannon diversity	RH_S001__insert_270.fq	0.5749600778453002
hd	species	Shannon equitability	RH_S001__insert_270.fq	0.5233512165992122
hd	strain	Shannon diversity	RH_S001__insert_270.fq	0.5749600778453002
hd	strain	Shannon equitability	RH_S001__insert_270.fq	0.5233512165992122
hd	superkingdom	True positives	RH_S001__insert_270.fq	2.0
hd	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
hd	superkingdom	False positives	RH_S001__insert_270.fq	0.0
hd	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
hd	superkingdom	Purity	RH_S001__insert_270.fq	1.0
hd	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
hd	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
hd	phylum	True positives	RH_S001__insert_270.fq	2.0
hd	phylum	False negatives	RH_S001__insert_270.fq	0.0
hd	phylum	False positives	RH_S001__insert_270.fq	0.0
hd	phylum	Completeness	RH_S001__insert_270.fq	1.0
hd	phylum	Purity	RH_S001__insert_270.fq	1.0
hd	phylum	F1 score	RH_S001__insert_270.fq	1.0
hd	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
hd	class	True positives	RH_S001__insert_270.fq	2.0
hd	class	False negatives	RH_S001__insert_270.fq	0.0
hd	class	False positives	RH_S001__insert_270.fq	0.0
hd	class	Completeness	RH_S001__insert_270.fq	1.0
hd	class	Purity	RH_S001__insert_270.fq	1.0
hd	class	F1 score	RH_S001__insert_270.fq	1.0
hd	class	Jaccard index	RH_S001__insert_270.fq	1.0
hd	order	True positives	RH_S001__insert_270.fq	2.0
hd	order	False negatives	RH_S001__insert_270.fq	0.0
hd	order	False positives	RH_S001__insert_270.fq	0.0
hd	order	Completeness	RH_S001__insert_270.fq	1.0
hd	order	Purity	RH_S001__insert_270.fq	1.0
hd	order	F1 score	RH_S001__insert_270.fq	1.0
hd	order	Jaccard index	RH_S001__insert_270.fq	1.0
hd	family	True positives	RH_S001__insert_270.fq	2.0
hd	family	False negatives	RH_S001__insert_270.fq	0.0
hd	family	False positives	RH_S001__insert_270.fq	0.0
hd	family	Completeness	RH_S001__insert_270.fq	1.0
hd	family	Purity	RH_S001__insert_270.fq	1.0
hd	family	F1 score	RH_S001__insert_270.fq	1.0
hd	family	Jaccard index	RH_S001__insert_270.fq	1.0
hd	genus	True positives	RH_S001__insert_270.fq	2.0
hd	genus	False negatives	RH_S001__insert_270.fq	0.0
hd	genus	False positives	RH_S001__insert_270.fq	0.0
hd	genus	Completeness	RH_S001__insert_270.fq	1.0
hd	genus	Purity	RH_S001__insert_270.fq	1.0
hd	genus	F1 score	RH_S001__insert_270.fq	1.0
hd	genus	Jaccard index	RH_S001__insert_270.fq	1.0
hd	species	True positives	RH_S001__insert_270.fq	3.0
hd	species	False negatives	RH_S001__insert_270.fq	0.0
hd	species	False positives	RH_S001__insert_270.fq	0.0
hd	species	Completeness	RH_S001__insert_270.fq	1.0
hd	species	Purity	RH_S001__insert_270.fq	1.0
hd	species	F1 score	RH_S001__insert_270.fq	1.0
hd	species	Jaccard index	RH_S001__insert_270.fq	1.0
hd	strain	True positives	RH_S001__insert_270.fq	3.0
hd	strain	False negatives	RH_S001__insert_270.fq	0.0
hd	strain	False positives	RH_S001__insert_270.fq	0.0
hd	strain	Completeness	RH_S001__insert_270.fq	1.0
hd	strain	Purity	RH_S001__insert_270.fq	1.0
hd	strain	F1 score	RH_S001__insert_270.fq	1.0
hd	strain	Jaccard index	RH_S001__insert_270.fq	1.0
hd	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.04823100000000002
hd	phylum	L1 norm error	RH_S001__insert_270.fq	0.018168000000000007
hd	class	L1 norm error	RH_S001__insert_270.fq	0.018168000000000007
hd	order	L1 norm error	RH_S001__insert_270.fq	0.018168000000000007
hd	family	L1 norm error	RH_S001__insert_270.fq	0.018168000000000007
hd	genus	L1 norm error	RH_S001__insert_270.fq	0.018168000000000007
hd	species	L1 norm error	RH_S001__insert_270.fq	0.04921220000000002
hd	strain	L1 norm error	RH_S001__insert_270.fq	0.04921220000000002
hd	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.003510257571428572
hd	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.0
hd	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.8744963046465413
hd	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.0
hd	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.3688936
hd	phylum	Sum of abundances	RH_S001__insert_270.fq	0.0885086
hd	class	Sum of abundances	RH_S001__insert_270.fq	0.0885086
hd	order	Sum of abundances	RH_S001__insert_270.fq	0.0885086
hd	family	Sum of abundances	RH_S001__insert_270.fq	0.0885086
hd	genus	Sum of abundances	RH_S001__insert_270.fq	0.0885086
hd	species	Sum of abundances	RH_S001__insert_270.fq	0.3688936
hd	strain	Sum of abundances	RH_S001__insert_270.fq	0.3688936
hd	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
hd	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
hd	class	Taxon counts	RH_S001__insert_270.fq	2.0
hd	order	Taxon counts	RH_S001__insert_270.fq	2.0
hd	family	Taxon counts	RH_S001__insert_270.fq	2.0
hd	genus	Taxon counts	RH_S001__insert_270.fq	2.0
hd	species	Taxon counts	RH_S001__insert_270.fq	3.0
hd	strain	Taxon counts	RH_S001__insert_270.fq	3.0
magnet	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.04125196926009139
magnet	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.015367509771526669
magnet	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.015367509771526669
magnet	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.015367509771526669
magnet	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.015367509771526669
magnet	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.015367509771526669
magnet	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.0412518276268212
magnet	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.0412518276268212
magnet	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.5420556053580018
magnet	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.7820209337360542
magnet	phylum	Shannon diversity	RH_S001__insert_270.fq	0.1863309468330932
magnet	phylum	Shannon equitability	RH_S001__insert_270.fq	0.26881873296024866
magnet	class	Shannon diversity	RH_S001__insert_270.fq	0.1863309468330932
magnet	class	Shannon equitability	RH_S001__insert_270.fq	0.26881873296024866
magnet	order	Shannon diversity	RH_S001__insert_270.fq	0.1863309468330932
magnet	order	Shannon equitability	RH_S001__insert_270.fq	0.26881873296024866
magnet	family	Shannon diversity	RH_S001__insert_270.fq	0.1863309468330932
magnet	family	Shannon equitability	RH_S001__insert_270.fq	0.26881873296024866
magnet	genus	Shannon diversity	RH_S001__insert_270.fq	0.1863309468330932
magnet	genus	Shannon equitability	RH_S001__insert_270.fq	0.26881873296024866
magnet	species	Shannon diversity	RH_S001__insert_270.fq	0.5436325086440105
magnet	species	Shannon equitability	RH_S001__insert_270.fq	0.49483563423733157
magnet	strain	Shannon diversity	RH_S001__insert_270.fq	0.5436325086440105
magnet	strain	Shannon equitability	RH_S001__insert_270.fq	0.49483563423733157
magnet	superkingdom	True positives	RH_S001__insert_270.fq	2.0
magnet	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
magnet	superkingdom	False positives	RH_S001__insert_270.fq	0.0
magnet	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
magnet	superkingdom	Purity	RH_S001__insert_270.fq	1.0
magnet	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
magnet	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
magnet	phylum	True positives	RH_S001__insert_270.fq	2.0
magnet	phylum	False negatives	RH_S001__insert_270.fq	0.0
magnet	phylum	False positives	RH_S001__insert_270.fq	0.0
magnet	phylum	Completeness	RH_S001__insert_270.fq	1.0
magnet	phylum	Purity	RH_S001__insert_270.fq	1.0
magnet	phylum	F1 score	RH_S001__insert_270.fq	1.0
magnet	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
magnet	class	True positives	RH_S001__insert_270.fq	2.0
magnet	class	False negatives	RH_S001__insert_270.fq	0.0
magnet	class	False positives	RH_S001__insert_270.fq	0.0
magnet	class	Completeness	RH_S001__insert_270.fq	1.0
