tool	rank	metric	sample	value
edlib	strain	L1 norm error	ERR1700889_1.fastq	0.01896170000000005
edlib	na	Weighted UniFrac error	ERR1700889_1.fastq	0.0012761606714285687
edlib	na	Unweighted UniFrac error	ERR1700889_1.fastq	8.979606992594166e-09
edlib	na	Weighted UniFrac (CAMI)	ERR1700889_1.fastq	0.133066764818682
edlib	na	Unweighted UniFrac (CAMI)	ERR1700889_1.fastq	1.0002640699430648e-07
edlib	superkingdom	Sum of abundances	ERR1700889_1.fastq	0.9997582
edlib	phylum	Sum of abundances	ERR1700889_1.fastq	0.9158292
edlib	class	Sum of abundances	ERR1700889_1.fastq	0.9158292
edlib	order	Sum of abundances	ERR1700889_1.fastq	0.9386528
edlib	family	Sum of abundances	ERR1700889_1.fastq	0.9386528
edlib	genus	Sum of abundances	ERR1700889_1.fastq	0.9158292
edlib	species	Sum of abundances	ERR1700889_1.fastq	0.9997582
edlib	strain	Sum of abundances	ERR1700889_1.fastq	0.9997582
edlib	superkingdom	Taxon counts	ERR1700889_1.fastq	2.0
edlib	phylum	Taxon counts	ERR1700889_1.fastq	3.0
edlib	class	Taxon counts	ERR1700889_1.fastq	3.0
edlib	order	Taxon counts	ERR1700889_1.fastq	4.0
edlib	family	Taxon counts	ERR1700889_1.fastq	4.0
edlib	genus	Taxon counts	ERR1700889_1.fastq	3.0
edlib	species	Taxon counts	ERR1700889_1.fastq	5.0
edlib	strain	Taxon counts	ERR1700889_1.fastq	5.0
grim_original	superkingdom	Bray-Curtis distance	ERR1700889_1.fastq	0.030667897961261844
grim_original	phylum	Bray-Curtis distance	ERR1700889_1.fastq	0.41401020550551376
grim_original	class	Bray-Curtis distance	ERR1700889_1.fastq	0.41401020550551376
grim_original	order	Bray-Curtis distance	ERR1700889_1.fastq	0.41036138156598734
grim_original	family	Bray-Curtis distance	ERR1700889_1.fastq	0.4103613815659873
grim_original	genus	Bray-Curtis distance	ERR1700889_1.fastq	0.41401020550551376
grim_original	species	Bray-Curtis distance	ERR1700889_1.fastq	0.40101788859762016
grim_original	strain	Bray-Curtis distance	ERR1700889_1.fastq	0.4010178885976201
grim_original	superkingdom	Shannon diversity	ERR1700889_1.fastq	0.20782182067187394
grim_original	superkingdom	Shannon equitability	ERR1700889_1.fastq	0.299823510071828
grim_original	phylum	Shannon diversity	ERR1700889_1.fastq	1.0223922239473229
grim_original	phylum	Shannon equitability	ERR1700889_1.fastq	0.9306215072351034
grim_original	class	Shannon diversity	ERR1700889_1.fastq	1.0223922239473229
grim_original	class	Shannon equitability	ERR1700889_1.fastq	0.9306215072351034
grim_original	order	Shannon diversity	ERR1700889_1.fastq	1.0826822648953658
grim_original	order	Shannon equitability	ERR1700889_1.fastq	0.7809901672114876
grim_original	family	Shannon diversity	ERR1700889_1.fastq	1.0826822648953658
grim_original	family	Shannon equitability	ERR1700889_1.fastq	0.7809901672114876
grim_original	genus	Shannon diversity	ERR1700889_1.fastq	1.0223922239473229
grim_original	genus	Shannon equitability	ERR1700889_1.fastq	0.9306215072351034
grim_original	species	Shannon diversity	ERR1700889_1.fastq	1.2090457403553234
grim_original	species	Shannon equitability	ERR1700889_1.fastq	0.7512223559632524
grim_original	strain	Shannon diversity	ERR1700889_1.fastq	1.2090457403553234
grim_original	strain	Shannon equitability	ERR1700889_1.fastq	0.7512223559632524
grim_original	superkingdom	True positives	ERR1700889_1.fastq	2.0
grim_original	superkingdom	False negatives	ERR1700889_1.fastq	0.0
grim_original	superkingdom	False positives	ERR1700889_1.fastq	0.0
grim_original	superkingdom	Completeness	ERR1700889_1.fastq	1.0
grim_original	superkingdom	Purity	ERR1700889_1.fastq	1.0
grim_original	superkingdom	F1 score	ERR1700889_1.fastq	1.0
grim_original	superkingdom	Jaccard index	ERR1700889_1.fastq	1.0
grim_original	phylum	True positives	ERR1700889_1.fastq	3.0
grim_original	phylum	False negatives	ERR1700889_1.fastq	0.0
grim_original	phylum	False positives	ERR1700889_1.fastq	0.0
grim_original	phylum	Completeness	ERR1700889_1.fastq	1.0
grim_original	phylum	Purity	ERR1700889_1.fastq	1.0
grim_original	phylum	F1 score	ERR1700889_1.fastq	1.0
grim_original	phylum	Jaccard index	ERR1700889_1.fastq	1.0
grim_original	class	True positives	ERR1700889_1.fastq	3.0
grim_original	class	False negatives	ERR1700889_1.fastq	0.0
grim_original	class	False positives	ERR1700889_1.fastq	0.0
grim_original	class	Completeness	ERR1700889_1.fastq	1.0
grim_original	class	Purity	ERR1700889_1.fastq	1.0
grim_original	class	F1 score	ERR1700889_1.fastq	1.0
grim_original	class	Jaccard index	ERR1700889_1.fastq	1.0
grim_original	order	True positives	ERR1700889_1.fastq	4.0
grim_original	order	False negatives	ERR1700889_1.fastq	0.0
grim_original	order	False positives	ERR1700889_1.fastq	0.0
grim_original	order	Completeness	ERR1700889_1.fastq	1.0
grim_original	order	Purity	ERR1700889_1.fastq	1.0
grim_original	order	F1 score	ERR1700889_1.fastq	1.0
grim_original	order	Jaccard index	ERR1700889_1.fastq	1.0
grim_original	family	True positives	ERR1700889_1.fastq	4.0
grim_original	family	False negatives	ERR1700889_1.fastq	0.0
grim_original	family	False positives	ERR1700889_1.fastq	0.0
grim_original	family	Completeness	ERR1700889_1.fastq	1.0
grim_original	family	Purity	ERR1700889_1.fastq	1.0
grim_original	family	F1 score	ERR1700889_1.fastq	1.0
grim_original	family	Jaccard index	ERR1700889_1.fastq	1.0
grim_original	genus	True positives	ERR1700889_1.fastq	3.0
grim_original	genus	False negatives	ERR1700889_1.fastq	0.0
grim_original	genus	False positives	ERR1700889_1.fastq	0.0
grim_original	genus	Completeness	ERR1700889_1.fastq	1.0
grim_original	genus	Purity	ERR1700889_1.fastq	1.0
grim_original	genus	F1 score	ERR1700889_1.fastq	1.0
grim_original	genus	Jaccard index	ERR1700889_1.fastq	1.0
grim_original	species	True positives	ERR1700889_1.fastq	5.0
grim_original	species	False negatives	ERR1700889_1.fastq	0.0
grim_original	species	False positives	ERR1700889_1.fastq	0.0
grim_original	species	Completeness	ERR1700889_1.fastq	1.0
grim_original	species	Purity	ERR1700889_1.fastq	1.0
grim_original	species	F1 score	ERR1700889_1.fastq	1.0
grim_original	species	Jaccard index	ERR1700889_1.fastq	1.0
grim_original	strain	True positives	ERR1700889_1.fastq	5.0
grim_original	strain	False negatives	ERR1700889_1.fastq	0.0
grim_original	strain	False positives	ERR1700889_1.fastq	0.0
grim_original	strain	Completeness	ERR1700889_1.fastq	1.0
grim_original	strain	Purity	ERR1700889_1.fastq	1.0
grim_original	strain	F1 score	ERR1700889_1.fastq	1.0
grim_original	strain	Jaccard index	ERR1700889_1.fastq	1.0
grim_original	superkingdom	L1 norm error	ERR1700889_1.fastq	0.06131780000000002
grim_original	phylum	L1 norm error	ERR1700889_1.fastq	0.7711121
grim_original	class	L1 norm error	ERR1700889_1.fastq	0.7711121
grim_original	order	L1 norm error	ERR1700889_1.fastq	0.7792983000000001
grim_original	family	L1 norm error	ERR1700889_1.fastq	0.7792983
grim_original	genus	L1 norm error	ERR1700889_1.fastq	0.7711121
grim_original	species	L1 norm error	ERR1700889_1.fastq	0.8018005000000001
grim_original	strain	L1 norm error	ERR1700889_1.fastq	0.8018005000000001
grim_original	na	Weighted UniFrac error	ERR1700889_1.fastq	0.05591528504285715
grim_original	na	Unweighted UniFrac error	ERR1700889_1.fastq	8.979606990600046e-09
grim_original	na	Weighted UniFrac (CAMI)	ERR1700889_1.fastq	5.675464835389433
grim_original	na	Unweighted UniFrac (CAMI)	ERR1700889_1.fastq	1.0002640697209341e-07
grim_original	superkingdom	Sum of abundances	ERR1700889_1.fastq	0.9996772
grim_original	phylum	Sum of abundances	ERR1700889_1.fastq	0.9465866
grim_original	class	Sum of abundances	ERR1700889_1.fastq	0.9465866
grim_original	order	Sum of abundances	ERR1700889_1.fastq	0.9607485
grim_original	family	Sum of abundances	ERR1700889_1.fastq	0.9607485
grim_original	genus	Sum of abundances	ERR1700889_1.fastq	0.9465866
grim_original	species	Sum of abundances	ERR1700889_1.fastq	0.9996772
grim_original	strain	Sum of abundances	ERR1700889_1.fastq	0.9996772
grim_original	superkingdom	Taxon counts	ERR1700889_1.fastq	2.0
grim_original	phylum	Taxon counts	ERR1700889_1.fastq	3.0
grim_original	class	Taxon counts	ERR1700889_1.fastq	3.0
grim_original	order	Taxon counts	ERR1700889_1.fastq	4.0
grim_original	family	Taxon counts	ERR1700889_1.fastq	4.0
grim_original	genus	Taxon counts	ERR1700889_1.fastq	3.0
grim_original	species	Taxon counts	ERR1700889_1.fastq	5.0
grim_original	strain	Taxon counts	ERR1700889_1.fastq	5.0
grim_original_tweak	superkingdom	Bray-Curtis distance	ERR1700889_1.fastq	0.030667897961261844
grim_original_tweak	phylum	Bray-Curtis distance	ERR1700889_1.fastq	0.41401020550551376
grim_original_tweak	class	Bray-Curtis distance	ERR1700889_1.fastq	0.41401020550551376
grim_original_tweak	order	Bray-Curtis distance	ERR1700889_1.fastq	0.41036138156598734
grim_original_tweak	family	Bray-Curtis distance	ERR1700889_1.fastq	0.4103613815659873
grim_original_tweak	genus	Bray-Curtis distance	ERR1700889_1.fastq	0.41401020550551376
grim_original_tweak	species	Bray-Curtis distance	ERR1700889_1.fastq	0.40101788859762016
grim_original_tweak	strain	Bray-Curtis distance	ERR1700889_1.fastq	0.4010178885976201
grim_original_tweak	superkingdom	Shannon diversity	ERR1700889_1.fastq	0.20782182067187394
grim_original_tweak	superkingdom	Shannon equitability	ERR1700889_1.fastq	0.299823510071828
grim_original_tweak	phylum	Shannon diversity	ERR1700889_1.fastq	1.0223922239473229
grim_original_tweak	phylum	Shannon equitability	ERR1700889_1.fastq	0.9306215072351034
grim_original_tweak	class	Shannon diversity	ERR1700889_1.fastq	1.0223922239473229
grim_original_tweak	class	Shannon equitability	ERR1700889_1.fastq	0.9306215072351034
grim_original_tweak	order	Shannon diversity	ERR1700889_1.fastq	1.0826822648953658
grim_original_tweak	order	Shannon equitability	ERR1700889_1.fastq	0.7809901672114876
grim_original_tweak	family	Shannon diversity	ERR1700889_1.fastq	1.0826822648953658
grim_original_tweak	family	Shannon equitability	ERR1700889_1.fastq	0.7809901672114876
grim_original_tweak	genus	Shannon diversity	ERR1700889_1.fastq	1.0223922239473229
grim_original_tweak	genus	Shannon equitability	ERR1700889_1.fastq	0.9306215072351034
grim_original_tweak	species	Shannon diversity	ERR1700889_1.fastq	1.2090457403553234
grim_original_tweak	species	Shannon equitability	ERR1700889_1.fastq	0.7512223559632524
grim_original_tweak	strain	Shannon diversity	ERR1700889_1.fastq	1.2090457403553234
grim_original_tweak	strain	Shannon equitability	ERR1700889_1.fastq	0.7512223559632524
grim_original_tweak	superkingdom	True positives	ERR1700889_1.fastq	2.0
grim_original_tweak	superkingdom	False negatives	ERR1700889_1.fastq	0.0
grim_original_tweak	superkingdom	False positives	ERR1700889_1.fastq	0.0
grim_original_tweak	superkingdom	Completeness	ERR1700889_1.fastq	1.0
grim_original_tweak	superkingdom	Purity	ERR1700889_1.fastq	1.0
grim_original_tweak	superkingdom	F1 score	ERR1700889_1.fastq	1.0
grim_original_tweak	superkingdom	Jaccard index	ERR1700889_1.fastq	1.0
grim_original_tweak	phylum	True positives	ERR1700889_1.fastq	3.0
grim_original_tweak	phylum	False negatives	ERR1700889_1.fastq	0.0
grim_original_tweak	phylum	False positives	ERR1700889_1.fastq	0.0
grim_original_tweak	phylum	Completeness	ERR1700889_1.fastq	1.0
grim_original_tweak	phylum	Purity	ERR1700889_1.fastq	1.0
grim_original_tweak	phylum	F1 score	ERR1700889_1.fastq	1.0
grim_original_tweak	phylum	Jaccard index	ERR1700889_1.fastq	1.0
grim_original_tweak	class	True positives	ERR1700889_1.fastq	3.0
grim_original_tweak	class	False negatives	ERR1700889_1.fastq	0.0
grim_original_tweak	class	False positives	ERR1700889_1.fastq	0.0
grim_original_tweak	class	Completeness	ERR1700889_1.fastq	1.0
grim_original_tweak	class	Purity	ERR1700889_1.fastq	1.0
grim_original_tweak	class	F1 score	ERR1700889_1.fastq	1.0
grim_original_tweak	class	Jaccard index	ERR1700889_1.fastq	1.0
grim_original_tweak	order	True positives	ERR1700889_1.fastq	4.0
grim_original_tweak	order	False negatives	ERR1700889_1.fastq	0.0
grim_original_tweak	order	False positives	ERR1700889_1.fastq	0.0
grim_original_tweak	order	Completeness	ERR1700889_1.fastq	1.0
grim_original_tweak	order	Purity	ERR1700889_1.fastq	1.0
grim_original_tweak	order	F1 score	ERR1700889_1.fastq	1.0
grim_original_tweak	order	Jaccard index	ERR1700889_1.fastq	1.0
grim_original_tweak	family	True positives	ERR1700889_1.fastq	4.0
grim_original_tweak	family	False negatives	ERR1700889_1.fastq	0.0
grim_original_tweak	family	False positives	ERR1700889_1.fastq	0.0
grim_original_tweak	family	Completeness	ERR1700889_1.fastq	1.0
grim_original_tweak	family	Purity	ERR1700889_1.fastq	1.0
grim_original_tweak	family	F1 score	ERR1700889_1.fastq	1.0
grim_original_tweak	family	Jaccard index	ERR1700889_1.fastq	1.0
grim_original_tweak	genus	True positives	ERR1700889_1.fastq	3.0
grim_original_tweak	genus	False negatives	ERR1700889_1.fastq	0.0
grim_original_tweak	genus	False positives	ERR1700889_1.fastq	0.0
grim_original_tweak	genus	Completeness	ERR1700889_1.fastq	1.0
grim_original_tweak	genus	Purity	ERR1700889_1.fastq	1.0
grim_original_tweak	genus	F1 score	ERR1700889_1.fastq	1.0
grim_original_tweak	genus	Jaccard index	ERR1700889_1.fastq	1.0
grim_original_tweak	species	True positives	ERR1700889_1.fastq	5.0
grim_original_tweak	species	False negatives	ERR1700889_1.fastq	0.0
grim_original_tweak	species	False positives	ERR1700889_1.fastq	0.0
grim_original_tweak	species	Completeness	ERR1700889_1.fastq	1.0
grim_original_tweak	species	Purity	ERR1700889_1.fastq	1.0
grim_original_tweak	species	F1 score	ERR1700889_1.fastq	1.0
grim_original_tweak	species	Jaccard index	ERR1700889_1.fastq	1.0
grim_original_tweak	strain	True positives	ERR1700889_1.fastq	5.0
grim_original_tweak	strain	False negatives	ERR1700889_1.fastq	0.0
grim_original_tweak	strain	False positives	ERR1700889_1.fastq	0.0
grim_original_tweak	strain	Completeness	ERR1700889_1.fastq	1.0
grim_original_tweak	strain	Purity	ERR1700889_1.fastq	1.0
grim_original_tweak	strain	F1 score	ERR1700889_1.fastq	1.0
grim_original_tweak	strain	Jaccard index	ERR1700889_1.fastq	1.0
grim_original_tweak	superkingdom	L1 norm error	ERR1700889_1.fastq	0.06131780000000002
grim_original_tweak	phylum	L1 norm error	ERR1700889_1.fastq	0.7711121
grim_original_tweak	class	L1 norm error	ERR1700889_1.fastq	0.7711121
grim_original_tweak	order	L1 norm error	ERR1700889_1.fastq	0.7792983000000001
grim_original_tweak	family	L1 norm error	ERR1700889_1.fastq	0.7792983
grim_original_tweak	genus	L1 norm error	ERR1700889_1.fastq	0.7711121
grim_original_tweak	species	L1 norm error	ERR1700889_1.fastq	0.8018005000000001
grim_original_tweak	strain	L1 norm error	ERR1700889_1.fastq	0.8018005000000001
grim_original_tweak	na	Weighted UniFrac error	ERR1700889_1.fastq	0.05591528504285715
grim_original_tweak	na	Unweighted UniFrac error	ERR1700889_1.fastq	8.979606990600046e-09
grim_original_tweak	na	Weighted UniFrac (CAMI)	ERR1700889_1.fastq	5.675464835389433
grim_original_tweak	na	Unweighted UniFrac (CAMI)	ERR1700889_1.fastq	1.0002640697209341e-07
grim_original_tweak	superkingdom	Sum of abundances	ERR1700889_1.fastq	0.9996772
grim_original_tweak	phylum	Sum of abundances	ERR1700889_1.fastq	0.9465866
grim_original_tweak	class	Sum of abundances	ERR1700889_1.fastq	0.9465866
grim_original_tweak	order	Sum of abundances	ERR1700889_1.fastq	0.9607485
grim_original_tweak	family	Sum of abundances	ERR1700889_1.fastq	0.9607485
grim_original_tweak	genus	Sum of abundances	ERR1700889_1.fastq	0.9465866
grim_original_tweak	species	Sum of abundances	ERR1700889_1.fastq	0.9996772
grim_original_tweak	strain	Sum of abundances	ERR1700889_1.fastq	0.9996772
grim_original_tweak	superkingdom	Taxon counts	ERR1700889_1.fastq	2.0
grim_original_tweak	phylum	Taxon counts	ERR1700889_1.fastq	3.0
grim_original_tweak	class	Taxon counts	ERR1700889_1.fastq	3.0
grim_original_tweak	order	Taxon counts	ERR1700889_1.fastq	4.0
grim_original_tweak	family	Taxon counts	ERR1700889_1.fastq	4.0
grim_original_tweak	genus	Taxon counts	ERR1700889_1.fastq	3.0
grim_original_tweak	species	Taxon counts	ERR1700889_1.fastq	5.0
grim_original_tweak	strain	Taxon counts	ERR1700889_1.fastq	5.0
hd	superkingdom	Bray-Curtis distance	ERR1700889_1.fastq	0.0079078360530247
hd	phylum	Bray-Curtis distance	ERR1700889_1.fastq	0.04575610446611608
hd	class	Bray-Curtis distance	ERR1700889_1.fastq	0.04575610446611608
hd	order	Bray-Curtis distance	ERR1700889_1.fastq	0.045323846342491425
hd	family	Bray-Curtis distance	ERR1700889_1.fastq	0.045323846342491425
hd	genus	Bray-Curtis distance	ERR1700889_1.fastq	0.04575610446611608
hd	species	Bray-Curtis distance	ERR1700889_1.fastq	0.04570082776289263
hd	strain	Bray-Curtis distance	ERR1700889_1.fastq	0.04570082776289263
hd	superkingdom	Shannon diversity	ERR1700889_1.fastq	0.30666330434594496
hd	superkingdom	Shannon equitability	ERR1700889_1.fastq	0.4424216284025177
hd	phylum	Shannon diversity	ERR1700889_1.fastq	0.8616720431210296
hd	phylum	Shannon equitability	ERR1700889_1.fastq	0.7843276941364529
hd	class	Shannon diversity	ERR1700889_1.fastq	0.8616720431210296
hd	class	Shannon equitability	ERR1700889_1.fastq	0.7843276941364529
hd	order	Shannon diversity	ERR1700889_1.fastq	0.9502109996148602
hd	order	Shannon equitability	ERR1700889_1.fastq	0.6854323484712518
hd	family	Shannon diversity	ERR1700889_1.fastq	0.9502109996148602
hd	family	Shannon equitability	ERR1700889_1.fastq	0.6854323484712518
hd	genus	Shannon diversity	ERR1700889_1.fastq	0.8616720431210296
hd	genus	Shannon equitability	ERR1700889_1.fastq	0.7843276941364529
hd	species	Shannon diversity	ERR1700889_1.fastq	1.133101966092245
hd	species	Shannon equitability	ERR1700889_1.fastq	0.7040358359512926
hd	strain	Shannon diversity	ERR1700889_1.fastq	1.133101966092245
hd	strain	Shannon equitability	ERR1700889_1.fastq	0.7040358359512926
hd	superkingdom	True positives	ERR1700889_1.fastq	2.0
hd	superkingdom	False negatives	ERR1700889_1.fastq	0.0
hd	superkingdom	False positives	ERR1700889_1.fastq	0.0
hd	superkingdom	Completeness	ERR1700889_1.fastq	1.0
hd	superkingdom	Purity	ERR1700889_1.fastq	1.0
hd	superkingdom	F1 score	ERR1700889_1.fastq	1.0
hd	superkingdom	Jaccard index	ERR1700889_1.fastq	1.0
hd	phylum	True positives	ERR1700889_1.fastq	3.0
hd	phylum	False negatives	ERR1700889_1.fastq	0.0
hd	phylum	False positives	ERR1700889_1.fastq	0.0
hd	phylum	Completeness	ERR1700889_1.fastq	1.0
hd	phylum	Purity	ERR1700889_1.fastq	1.0
hd	phylum	F1 score	ERR1700889_1.fastq	1.0
hd	phylum	Jaccard index	ERR1700889_1.fastq	1.0
hd	class	True positives	ERR1700889_1.fastq	3.0
hd	class	False negatives	ERR1700889_1.fastq	0.0
hd	class	False positives	ERR1700889_1.fastq	0.0
hd	class	Completeness	ERR1700889_1.fastq	1.0
hd	class	Purity	ERR1700889_1.fastq	1.0
hd	class	F1 score	ERR1700889_1.fastq	1.0
hd	class	Jaccard index	ERR1700889_1.fastq	1.0
hd	order	True positives	ERR1700889_1.fastq	4.0
hd	order	False negatives	ERR1700889_1.fastq	0.0
hd	order	False positives	ERR1700889_1.fastq	0.0
hd	order	Completeness	ERR1700889_1.fastq	1.0
hd	order	Purity	ERR1700889_1.fastq	1.0
hd	order	F1 score	ERR1700889_1.fastq	1.0
hd	order	Jaccard index	ERR1700889_1.fastq	1.0
hd	family	True positives	ERR1700889_1.fastq	4.0
hd	family	False negatives	ERR1700889_1.fastq	0.0
hd	family	False positives	ERR1700889_1.fastq	0.0
hd	family	Completeness	ERR1700889_1.fastq	1.0
hd	family	Purity	ERR1700889_1.fastq	1.0
hd	family	F1 score	ERR1700889_1.fastq	1.0
hd	family	Jaccard index	ERR1700889_1.fastq	1.0
hd	genus	True positives	ERR1700889_1.fastq	3.0
hd	genus	False negatives	ERR1700889_1.fastq	0.0
hd	genus	False positives	ERR1700889_1.fastq	0.0
hd	genus	Completeness	ERR1700889_1.fastq	1.0
hd	genus	Purity	ERR1700889_1.fastq	1.0
hd	genus	F1 score	ERR1700889_1.fastq	1.0
hd	genus	Jaccard index	ERR1700889_1.fastq	1.0
hd	species	True positives	ERR1700889_1.fastq	5.0
hd	species	False negatives	ERR1700889_1.fastq	0.0
hd	species	False positives	ERR1700889_1.fastq	0.0
hd	species	Completeness	ERR1700889_1.fastq	1.0
hd	species	Purity	ERR1700889_1.fastq	1.0
hd	species	F1 score	ERR1700889_1.fastq	1.0
hd	species	Jaccard index	ERR1700889_1.fastq	1.0
hd	strain	True positives	ERR1700889_1.fastq	5.0
hd	strain	False negatives	ERR1700889_1.fastq	0.0
hd	strain	False positives	ERR1700889_1.fastq	0.0
hd	strain	Completeness	ERR1700889_1.fastq	1.0
hd	strain	Purity	ERR1700889_1.fastq	1.0
hd	strain	F1 score	ERR1700889_1.fastq	1.0
hd	strain	Jaccard index	ERR1700889_1.fastq	1.0
hd	superkingdom	L1 norm error	ERR1700889_1.fastq	0.015811699999999967
hd	phylum	L1 norm error	ERR1700889_1.fastq	0.08346009999999997
hd	class	L1 norm error	ERR1700889_1.fastq	0.08346009999999997
hd	order	L1 norm error	ERR1700889_1.fastq	0.08475619999999996
hd	family	L1 norm error	ERR1700889_1.fastq	0.08475619999999996
hd	genus	L1 norm error	ERR1700889_1.fastq	0.08346009999999997
hd	species	L1 norm error	ERR1700889_1.fastq	0.09137869999999997
hd	strain	L1 norm error	ERR1700889_1.fastq	0.09137869999999997
hd	na	Weighted UniFrac error	ERR1700889_1.fastq	0.0064755410999999975
hd	na	Unweighted UniFrac error	ERR1700889_1.fastq	0.08977237272256626
hd	na	Weighted UniFrac (CAMI)	ERR1700889_1.fastq	0.6554927057868336
hd	na	Unweighted UniFrac (CAMI)	ERR1700889_1.fastq	1.000000100026407
hd	superkingdom	Sum of abundances	ERR1700889_1.fastq	0.9997617
hd	phylum	Sum of abundances	ERR1700889_1.fastq	0.908064
hd	class	Sum of abundances	ERR1700889_1.fastq	0.908064
hd	order	Sum of abundances	ERR1700889_1.fastq	0.9317081999999999
hd	family	Sum of abundances	ERR1700889_1.fastq	0.9317081999999999
hd	genus	Sum of abundances	ERR1700889_1.fastq	0.908064
hd	species	Sum of abundances	ERR1700889_1.fastq	0.9997615999999999
hd	strain	Sum of abundances	ERR1700889_1.fastq	0.9997615999999999
hd	superkingdom	Taxon counts	ERR1700889_1.fastq	2.0
hd	phylum	Taxon counts	ERR1700889_1.fastq	3.0
hd	class	Taxon counts	ERR1700889_1.fastq	3.0
hd	order	Taxon counts	ERR1700889_1.fastq	4.0
hd	family	Taxon counts	ERR1700889_1.fastq	4.0
hd	genus	Taxon counts	ERR1700889_1.fastq	3.0
hd	species	Taxon counts	ERR1700889_1.fastq	5.0
hd	strain	Taxon counts	ERR1700889_1.fastq	5.0
magnet	superkingdom	Bray-Curtis distance	ERR1700889_1.fastq	0.003444139449012703
magnet	phylum	Bray-Curtis distance	ERR1700889_1.fastq	0.03004894894471169
magnet	class	Bray-Curtis distance	ERR1700889_1.fastq	0.03004894894471169
magnet	order	Bray-Curtis distance	ERR1700889_1.fastq	0.030805625310164442
magnet	family	Bray-Curtis distance	ERR1700889_1.fastq	0.030805625310164442
magnet	genus	Bray-Curtis distance	ERR1700889_1.fastq	0.030048948944711683
magnet	species	Bray-Curtis distance	ERR1700889_1.fastq	0.029203891905084493
magnet	strain	Bray-Curtis distance	ERR1700889_1.fastq	0.029203891905084496
magnet	superkingdom	Shannon diversity	ERR1700889_1.fastq	0.29630626027853313
magnet	superkingdom	Shannon equitability	ERR1700889_1.fastq	0.4274795722881942
magnet	phylum	Shannon diversity	ERR1700889_1.fastq	0.9765155110608073
magnet	phylum	Shannon equitability	ERR1700889_1.fastq	0.8888627235771
magnet	class	Shannon diversity	ERR1700889_1.fastq	0.9765155110608073
magnet	class	Shannon equitability	ERR1700889_1.fastq	0.8888627235771
magnet	order	Shannon diversity	ERR1700889_1.fastq	1.0692645557859264
magnet	order	Shannon equitability	ERR1700889_1.fastq	0.7713113360153482
magnet	family	Shannon diversity	ERR1700889_1.fastq	1.0692645557859264
magnet	family	Shannon equitability	ERR1700889_1.fastq	0.7713113360153482
magnet	genus	Shannon diversity	ERR1700889_1.fastq	0.9765155110608073
magnet	genus	Shannon equitability	ERR1700889_1.fastq	0.8888627235771
magnet	species	Shannon diversity	ERR1700889_1.fastq	1.241719310778736
magnet	species	Shannon equitability	ERR1700889_1.fastq	0.7715235867041124
magnet	strain	Shannon diversity	ERR1700889_1.fastq	1.241719310778736
magnet	strain	Shannon equitability	ERR1700889_1.fastq	0.7715235867041124
magnet	superkingdom	True positives	ERR1700889_1.fastq	2.0
magnet	superkingdom	False negatives	ERR1700889_1.fastq	0.0
magnet	superkingdom	False positives	ERR1700889_1.fastq	0.0
magnet	superkingdom	Completeness	ERR1700889_1.fastq	1.0
magnet	superkingdom	Purity	ERR1700889_1.fastq	1.0
magnet	superkingdom	F1 score	ERR1700889_1.fastq	1.0
magnet	superkingdom	Jaccard index	ERR1700889_1.fastq	1.0
magnet	phylum	True positives	ERR1700889_1.fastq	3.0
magnet	phylum	False negatives	ERR1700889_1.fastq	0.0
magnet	phylum	False positives	ERR1700889_1.fastq	0.0
magnet	phylum	Completeness	ERR1700889_1.fastq	1.0
magnet	phylum	Purity	ERR1700889_1.fastq	1.0
magnet	phylum	F1 score	ERR1700889_1.fastq	1.0
magnet	phylum	Jaccard index	ERR1700889_1.fastq	1.0
magnet	class	True positives	ERR1700889_1.fastq	3.0
magnet	class	False negatives	ERR1700889_1.fastq	0.0
magnet	class	False positives	ERR1700889_1.fastq	0.0
magnet	class	Completeness	ERR1700889_1.fastq	1.0
magnet	class	Purity	ERR1700889_1.fastq	1.0
magnet	class	F1 score	ERR1700889_1.fastq	1.0
magnet	class	Jaccard index	ERR1700889_1.fastq	1.0
magnet	order	True positives	ERR1700889_1.fastq	4.0
magnet	order	False negatives	ERR1700889_1.fastq	0.0
magnet	order	False positives	ERR1700889_1.fastq	0.0
magnet	order	Completeness	ERR1700889_1.fastq	1.0
magnet	order	Purity	ERR1700889_1.fastq	1.0
magnet	order	F1 score	ERR1700889_1.fastq	1.0
magnet	order	Jaccard index	ERR1700889_1.fastq	1.0
magnet	family	True positives	ERR1700889_1.fastq	4.0
magnet	family	False negatives	ERR1700889_1.fastq	0.0
magnet	family	False positives	ERR1700889_1.fastq	0.0
magnet	family	Completeness	ERR1700889_1.fastq	1.0
magnet	family	Purity	ERR1700889_1.fastq	1.0
magnet	family	F1 score	ERR1700889_1.fastq	1.0
magnet	family	Jaccard index	ERR1700889_1.fastq	1.0
magnet	genus	True positives	ERR1700889_1.fastq	3.0
magnet	genus	False negatives	ERR1700889_1.fastq	0.0
magnet	genus	False positives	ERR1700889_1.fastq	0.0
magnet	genus	Completeness	ERR1700889_1.fastq	1.0
magnet	genus	Purity	ERR1700889_1.fastq	1.0
magnet	genus	F1 score	ERR1700889_1.fastq	1.0
magnet	genus	Jaccard index	ERR1700889_1.fastq	1.0
magnet	species	True positives	ERR1700889_1.fastq	5.0
magnet	species	False negatives	ERR1700889_1.fastq	0.0
magnet	species	False positives	ERR1700889_1.fastq	0.0
